Before,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,23,24,26,29,43,44
0,0.4875,0.25,0.05,0.05,0.05,0.0125,0,0.0125,0.0375,0,0,0,0.0125,0,0,0.025,0.0125,0,0,0,0,0,0
1,0.6666666667,0.125,0.03125,0.04166666667,0.04166666667,0.03125,0.01041666667,0.01041666667,0.02083333333,0.01041666667,0,0,0,0,0.01041666667,0,0,0,0,0,0,0,0
2,0.4432989691,0.07216494845,0.07216494845,0.07216494845,0.1237113402,0.03092783505,0.07216494845,0.07216494845,0.03092783505,0.01030927835,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.3697478992,0.09243697479,0.08403361345,0.1008403361,0.1092436975,0.1008403361,0.05042016807,0.04201680672,0.04201680672,0.008403361345,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.246835443,0.08227848101,0.06329113924,0.164556962,0.1392405063,0.06962025316,0.08860759494,0.08860759494,0.03164556962,0.006329113924,0.01265822785,0,0.006329113924,0,0,0,0,0,0,0,0,0,0
5,0.3928571429,0.07857142857,0.07857142857,0.1214285714,0.09285714286,0.07142857143,0.06428571429,0.04285714286,0.007142857143,0.02142857143,0.01428571429,0.007142857143,0.007142857143,0,0,0,0,0,0,0,0,0,0
6,0.3172413793,0.1172413793,0.09655172414,0.07586206897,0.1517241379,0.08965517241,0.06206896552,0.04137931034,0.02068965517,0.006896551724,0.01379310345,0,0.006896551724,0,0,0,0,0,0,0,0,0,0
7,0.2972972973,0.06486486486,0.06486486486,0.1459459459,0.1513513514,0.03783783784,0.08648648649,0.05405405405,0.05945945946,0.005405405405,0.02162162162,0.01081081081,0,0,0,0,0,0,0,0,0,0,0
8,0.3365853659,0.112195122,0.08780487805,0.1219512195,0.1024390244,0.03902439024,0.06829268293,0.05365853659,0.03902439024,0.02926829268,0.00487804878,0.00487804878,0,0,0,0,0,0,0,0,0,0,0
9,0.2821782178,0.103960396,0.06435643564,0.1633663366,0.1584158416,0.08415841584,0.05445544554,0.04455445545,0.009900990099,0.0198019802,0.00495049505,0.00495049505,0.00495049505,0,0,0,0,0,0,0,0,0,0
