Before,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,30,31,38,40,42,43,49,68,93
0,0.4375,0.1375,0.0625,0.0375,0,0.0125,0.0375,0.0625,0.075,0.0625,0.025,0,0.0125,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0.0125,0,0
1,0.3854166667,0.15625,0.05208333333,0.03125,0.02083333333,0.03125,0.05208333333,0.02083333333,0.03125,0.05208333333,0.03125,0.02083333333,0.04166666667,0.01041666667,0.01041666667,0,0,0.04166666667,0,0,0.01041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.2268041237,0.1134020619,0.0618556701,0.0206185567,0.0412371134,0.0618556701,0.0412371134,0.05154639175,0.09278350515,0.05154639175,0.03092783505,0.07216494845,0.07216494845,0.03092783505,0.01030927835,0,0.01030927835,0,0.01030927835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.05042016807,0.04201680672,0.01680672269,0.03361344538,0.0756302521,0.04201680672,0.04201680672,0.0756302521,0.1680672269,0.1512605042,0.06722689076,0.0756302521,0.05882352941,0.02521008403,0.02521008403,0.03361344538,0,0,0.008403361345,0.008403361345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.0253164557,0.01898734177,0.0253164557,0.006329113924,0.06329113924,0.09493670886,0.1265822785,0.08860759494,0.07594936709,0.09493670886,0.08227848101,0.08227848101,0.07594936709,0.04430379747,0.03164556962,0.03164556962,0.006329113924,0.01265822785,0,0,0.006329113924,0.006329113924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.007142857143,0.01428571429,0.03571428571,0.01428571429,0.06428571429,0.06428571429,0.09285714286,0.1571428571,0.1,0.08571428571,0.08571428571,0.08571428571,0.05714285714,0.02857142857,0.02142857143,0.02857142857,0.01428571429,0.02142857143,0,0.01428571429,0,0.007142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.02068965517,0.04137931034,0.0275862069,0.01379310345,0.05517241379,0.09655172414,0.06206896552,0.09655172414,0.1379310345,0.124137931,0.08965517241,0.06206896552,0.04137931034,0.04137931034,0.006896551724,0.04827586207,0.006896551724,0.006896551724,0.006896551724,0,0.006896551724,0,0,0,0.006896551724,0,0,0,0,0,0,0,0,0,0,0,0
7,0.01621621622,0.02162162162,0.02702702703,0.04324324324,0.04324324324,0.05945945946,0.07027027027,0.06486486486,0.1027027027,0.09189189189,0.1189189189,0.1081081081,0.08108108108,0.07027027027,0.02702702703,0.02702702703,0,0.01081081081,0.005405405405,0.005405405405,0.005405405405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0.0487804878,0.0487804878,0.009756097561,0.05853658537,0.06829268293,0.07317073171,0.1024390244,0.09756097561,0.07317073171,0.1024390244,0.09756097561,0.08780487805,0.04390243902,0.0243902439,0.01951219512,0.01951219512,0.009756097561,0.01463414634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
