Experiment,revenue,first_k_avg_rev,time,sold_out,order_t10,acceptable_t10,decision_t10,rev_acc_t10,rev_rej_t10,rev_order_t10,rev_ind_t10,order_t9,acceptable_t9,decision_t9,rev_acc_t9,rev_rej_t9,rev_order_t9,rev_ind_t9,order_t8,acceptable_t8,decision_t8,rev_acc_t8,rev_rej_t8,rev_order_t8,rev_ind_t8,order_t7,acceptable_t7,decision_t7,rev_acc_t7,rev_rej_t7,rev_order_t7,rev_ind_t7,order_t6,acceptable_t6,decision_t6,rev_acc_t6,rev_rej_t6,rev_order_t6,rev_ind_t6,order_t5,acceptable_t5,decision_t5,rev_acc_t5,rev_rej_t5,rev_order_t5,rev_ind_t5,order_t4,acceptable_t4,decision_t4,rev_acc_t4,rev_rej_t4,rev_order_t4,rev_ind_t4,order_t3,acceptable_t3,decision_t3,rev_acc_t3,rev_rej_t3,rev_order_t3,rev_ind_t3,order_t2,acceptable_t2,decision_t2,rev_acc_t2,rev_rej_t2,rev_order_t2,rev_ind_t2,order_t1,acceptable_t1,decision_t1,rev_acc_t1,rev_rej_t1,rev_order_t1,rev_ind_t1
1,526042.000000,526042.000000,0.000000,1,0,0,0,0.000000,0.000000,0.000000,22804.000000,2,1,1,487045.000000,325676.000000,161369.000000,59220.000000,8,1,1,313842.000000,284381.000000,119132.000000,24565.000000,7,0,0,0.000000,0.000000,0.000000,32810.000000,2,0,0,0.000000,0.000000,0.000000,14318.000000,9,0,0,0.000000,0.000000,0.000000,24919.000000,7,0,0,0.000000,0.000000,0.000000,17588.000000,2,0,0,0.000000,0.000000,0.000000,25770.000000,5,0,0,0.000000,0.000000,0.000000,14679.000000,7,0,0,0.000000,0.000000,0.000000,8868.000000
2,507351.000000,516696.500000,0.000000,1,0,0,0,0.000000,0.000000,0.000000,34259.000000,0,0,0,0.000000,0.000000,0.000000,23053.000000,0,0,0,0.000000,0.000000,0.000000,54648.000000,6,1,1,383753.000000,255738.000000,139005.000000,22408.000000,10,1,1,224988.000000,207580.000000,40399.000000,43248.000000,0,0,0,0.000000,0.000000,0.000000,30660.000000,10,0,0,0.000000,0.000000,0.000000,36111.000000,10,0,0,0.000000,0.000000,0.000000,30870.000000,8,0,0,0.000000,0.000000,0.000000,39953.000000,6,0,0,0.000000,0.000000,0.000000,12737.000000
3,548217.000000,527203.333333,0.000000,1,8,1,1,537599.000000,367747.000000,169852.000000,34706.000000,2,1,1,365031.000000,319170.000000,102269.000000,56773.000000,1,1,0,203899.000000,207833.000000,0.000000,26244.000000,7,0,0,0.000000,0.000000,0.000000,45095.000000,7,0,0,0.000000,0.000000,0.000000,22857.000000,1,1,0,102632.000000,106160.000000,0.000000,15046.000000,1,1,0,86719.000000,89251.000000,0.000000,18115.000000,4,0,0,0.000000,0.000000,0.000000,27700.000000,2,0,0,0.000000,0.000000,0.000000,10825.000000,1,0,0,0.000000,0.000000,0.000000,18735.000000
4,511174.000000,523196.000000,0.000000,1,3,1,1,495723.000000,367747.000000,127976.000000,29877.000000,9,1,1,348790.000000,319808.000000,52994.000000,42604.000000,5,1,1,279783.000000,245717.000000,61286.000000,30720.000000,6,0,0,0.000000,0.000000,0.000000,18231.000000,6,0,0,0.000000,0.000000,0.000000,26425.000000,5,0,0,0.000000,0.000000,0.000000,16093.000000,0,0,0,0.000000,0.000000,0.000000,11238.000000,3,0,0,0.000000,0.000000,0.000000,20694.000000,2,0,0,0.000000,0.000000,0.000000,15859.000000,1,1,1,49552.000000,15744.000000,33808.000000,23369.000000
5,465755.000000,511707.800000,1.000000,1,9,1,1,456231.000000,367747.000000,88484.000000,42506.000000,9,1,1,345490.000000,319921.000000,54614.000000,22331.000000,8,1,1,290530.000000,260540.000000,137752.000000,15014.000000,9,0,0,0.000000,0.000000,0.000000,27826.000000,8,0,0,0.000000,0.000000,0.000000,15323.000000,7,0,0,0.000000,0.000000,0.000000,13746.000000,8,0,0,0.000000,0.000000,0.000000,24855.000000,5,0,0,0.000000,0.000000,0.000000,9874.000000,2,0,0,0.000000,0.000000,0.000000,8583.000000,4,0,0,0.000000,0.000000,0.000000,4847.000000
6,513982.000000,512086.833333,0.000000,1,1,1,1,398975.000000,367747.000000,31228.000000,32859.000000,3,1,1,445372.000000,325676.000000,127976.000000,44767.000000,4,1,1,306163.000000,290423.000000,29412.000000,21055.000000,5,1,1,248739.000000,236546.000000,61304.000000,47773.000000,7,0,0,0.000000,0.000000,0.000000,53105.000000,8,0,0,0.000000,0.000000,0.000000,19882.000000,5,0,0,0.000000,0.000000,0.000000,5459.000000,3,0,0,0.000000,0.000000,0.000000,11713.000000,1,0,0,0.000000,0.000000,0.000000,15455.000000,0,0,0,0.000000,0.000000,0.000000,11994.000000
7,488599.000000,508731.428571,0.000000,1,9,1,1,456231.000000,367747.000000,88484.000000,30637.000000,8,1,1,397057.000000,319808.000000,122202.000000,37994.000000,1,1,1,266147.000000,237672.000000,28475.000000,30875.000000,7,0,0,0.000000,0.000000,0.000000,29255.000000,6,0,0,0.000000,0.000000,0.000000,20428.000000,7,0,0,0.000000,0.000000,0.000000,24759.000000,1,1,0,96840.000000,97882.000000,0.000000,27032.000000,10,0,0,0.000000,0.000000,0.000000,17379.000000,4,0,0,0.000000,0.000000,0.000000,18316.000000,9,0,0,0.000000,0.000000,0.000000,12763.000000
8,518052.000000,509896.500000,0.000000,1,1,1,1,398975.000000,367747.000000,31228.000000,43562.000000,9,1,1,411339.000000,325676.000000,88484.000000,35945.000000,9,1,1,324208.000000,295255.000000,54614.000000,31541.000000,1,1,1,238572.000000,222982.000000,18144.000000,47240.000000,0,0,0,0.000000,0.000000,0.000000,19759.000000,0,0,0,0.000000,0.000000,0.000000,23783.000000,4,1,1,128170.000000,115469.000000,33120.000000,21970.000000,9,0,0,0.000000,0.000000,0.000000,25806.000000,10,0,0,0.000000,0.000000,0.000000,14756.000000,7,0,0,0.000000,0.000000,0.000000,28100.000000
9,518899.000000,510896.777778,0.000000,1,7,1,1,501879.000000,367747.000000,134132.000000,20005.000000,4,1,1,353134.000000,325676.000000,32772.000000,36541.000000,9,1,1,322870.000000,283601.000000,56543.000000,31208.000000,2,1,0,217710.000000,224219.000000,0.000000,49543.000000,1,1,0,188737.000000,188766.000000,0.000000,31273.000000,4,0,0,0.000000,0.000000,0.000000,51551.000000,6,0,0,0.000000,0.000000,0.000000,22993.000000,3,0,0,0.000000,0.000000,0.000000,11154.000000,8,0,0,0.000000,0.000000,0.000000,21581.000000,8,0,0,0.000000,0.000000,0.000000,19603.000000
10,514387.000000,511245.800000,0.000000,1,2,1,1,525826.000000,367747.000000,158079.000000,24240.000000,4,1,1,348476.000000,322855.000000,33892.000000,31913.000000,6,1,0,285492.000000,288543.000000,0.000000,35051.000000,2,1,1,262964.000000,242541.000000,102269.000000,27810.000000,9,0,0,0.000000,0.000000,0.000000,18919.000000,6,0,0,0.000000,0.000000,0.000000,15824.000000,1,0,0,0.000000,0.000000,0.000000,12266.000000,6,0,0,0.000000,0.000000,0.000000,20686.000000,2,0,0,0.000000,0.000000,0.000000,7382.000000,3,0,0,0.000000,0.000000,0.000000,26056.000000
